Table Name,nz Count,sf Count,Diff1,nz Filter,nz Count with Filter,sf FIlter,sf Count with Filter,Diff2,Dupes in NZ,Dupes in SF,Dupes in NZ with filter,Dupes in SF with,Max Audit ID
HUB_PARTY,39895523,39892885,2638,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,39895523,,39892885,2638,,,,,344
HUB_CCY_CONV_RATE_TYPE,16,16,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,16,,16,0,,,,,344
HUB_LOC,101060355,101053189,7166,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,101060353,,101053189,7164,2,2,,2,344
HUB_FINCL_LOB,443,363,80,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,363,,363,0,53,,,,344
HUB_OTHER_GEO,22,22,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,22,,22,0,,,,,344
HUB_WM_ORG,23454,23449,5,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,23449,,23449,0,,,,,344
HUB_FINCL_LOB_HIER,529,362,167,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,319,,362,-43,84,,,,344
HUB_ORG_BUS_UNIT,4363,4363,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,4363,,4363,0,,,,,344
HUB_CCY_CONV,3312,3312,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,0,,3312,-3312,,,,,344
HUB_XLAT_FINCL_LOB,181,151,30,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,131,,151,-20,50,,,,344
HUB_XLAT_MAS_LIB_OTHER_GEO,223,223,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,131,,223,-92,,1,,1,344
HUB_FINCL_BUS_UNIT,4004,4363,-359,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,4004,,4363,-359,,,,,344
HUB_AGRMT_VALUE_CHG_RSN,75,75,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,75,,75,0,,,,,
HUB_AGRMT_VALUE_CHG_RSN_TYPE,7,7,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,7,,7,0,,,,,
HUB_POST_CLLCTN_INBND_OUTBND_TYPE,3,3,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,3,,3,0,,,,,N/A
HUB_CUST_CLASS_TYPE,7,7,0,WHERE CURRENT_IND <>120,7,,7,0,,,,,32500009
HUB_NAICS,2931,2931,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,2931,,2931,0,,,,,N/A
HUB_SIC_TO_NAICS,1005,1005,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,1005,,1005,0,N/A,N/A,N/A,N/A,
HUB_AGRMT_PRC_RATE_RESTRICTN_TYPE,15,15,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,10,,15,-5,,,,,
HUB_GL_ACCT,6008,6008,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,6008,,6008,0,,,,,
HUB_SVC_FREQ,20,20,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,20,,20,0,,,,,
HUB_AGRMT_STS,14,14,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,14,,14,0,,,,,344
HUB_ENT_EQPMNT_TYPE,35,35,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,35,,35,0,,,,,334
HUB_ENT_VEHICLE_TYPE,22,22,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,22,,22,0,,,,,334
HUB_OPRTN_LOB,21,21,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,21,,21,0,,,,,344
HUB_ENT_BILL_ADJSTMT_TYPE,2,2,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,2,,2,0,N/A,N/A,N/A,N/A,334
HUB_ENT_MATRL_CLASS,48,48,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,48,,48,0,N/A,N/A,N/A,N/A,334
HUB_ENT_MATRL_STRM,10,10,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,10,,10,0,,,,,334
HUB_ENT_PROD_TYPE,15,15,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,15,,15,0,N/A,N/A,N/A,N/A,334
HUB_ENT_SRCHRG_TYPE,6,6,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,6,,6,0,N/A,N/A,N/A,N/A,334
HUB_ENT_SVC_CTGRY,7,7,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,7,,7,0,N/A,N/A,N/A,N/A,334
HUB_SRC_SYS_SVC,153532,139908,13624,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,153532,,139908,13624,,,,,334
HUB_SVC_LNK_SVC_HIST,213925,27314,186611,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,213530,,27314,186216,15648,,15585,,334
HUB_ENT_EQPMNT,840,840,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,840,,840,0,,,,,334
HUB_ENT_BILL_ADJSTMT,22,22,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,22,,22,0,N/A,N/A,N/A,N/A,334
HUB_ENT_MATRL,240,241,-1,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,240,,241,-1,,,,,334
HUB_ENT_SRCHRG,203,203,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,203,,203,0,,,,,334
HUB_ENT_SVC_SUB_CTGRY,128,129,-1,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,128,,129,-1,N/A,N/A,N/A,N/A,334
HUB_ENT_PROD,226,226,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,226,,226,0,,,,,334
HUB_UOM_CTGRY,13,13,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,13,,13,0,,,,,334
HUB_INVC,990084122,815577551,174506571,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),546908345,,815577551,-268669206,430773858,,,,348
HUB_UOM,28,28,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,28,,28,0,,,,,334
HUB_ENT_CTLG,14474,14466,8,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,14474,,14466,8,,,,,334
HUB_SVC_PRC_HIST,7278011,956610,6321401,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,5912688,,956610,4956078,,2,,2,334
HUB_AGRMT_PRC_RATE_RESTRICTN,51793860,52585826,-791966,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,51746183,,52585826,-839643,,,,,334
HUB_XLAT_BILL_CTLG,59981,39693,20288,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,59978,,39693,20285,3,,,,334
HUB_AGRMT_VALUE_CHG_HIST,475033630,427387632,47645998,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),339630126,,427387632,-87757506,34,10,,10,334
HUB_INVC_LN_ITEM_DTL,4416741058,3146297257,1270443801,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),3043194712,,3146297257,-103102545,927471441,,223,,348
HUB_AGRMT_LN_ITEM_VALUE_CHG_HIST,3119170200,3103836913,15333287,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),3117311452,,3103836913,13474539,40180,,,,334
XREF_AR_CSTMR,52662538,52598906,63632,,52662538,,52598906,63632,,,,,344
HUB_AGRMT_LN_ITEM,176484634,136713320,39771314,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),137086475,,136713320,373155,669370,,,,334
HUB_PARTY_LOC,79833734,77756448,2077286,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,79833732,,77756448,2077284,2,,,,N/A
DIM_REVENUE_TYPE,20,21,-1,WHERE CURRENT_IND <>120,20,,21,-1,N/A,N/A,N/A,N/A,N/A
DIM_DT_MNTH,3605,3600,5,WHERE CURRENT_IND <>120,3605,,3600,5,N/A,N/A,N/A,N/A,8000014
DIM_PRSNL,792851,756696,36155,WHERE CURRENT_IND <>120,792851,,756696,36155,,,,,N/A
DIM_EXCLUSION,570,563,7,WHERE CURRENT_IND <>120,570,,563,7,,,,,350
DIM_PRSNL_HIST,4162246,756553,3405693,WHERE CURRENT_IND <>120,4162246,,756553,3405693,,,,,
DIM_NAICS,2938,2937,1,WHERE CURRENT_IND <>120,2938,,2937,1,,,,,350
DIM_SIC,1012,1011,1,WHERE CURRENT_IND <>120,1012,,1011,1,,,,,350
DIM_SRC_SYS_SVC,153533,139908,13625,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL ,153533,,139908,13625,N/A,N/A,N/A,N/A,350
DIM_SRC_SYS,48,48,0,WHERE CURRENT_IND <>120,48,,48,0,,1,,1,0
DIM_PARTY,39895523,39880607,14916,WHERE CURRENT_IND <>120,39895523,,39880607,14916,,,,,336
DIM_STATE,4705,4721,-16,WHERE CURRENT_IND <>120,4705,,4721,-16,,5,,5,350
DIM_CCY,256,257,-1,WHERE CURRENT_IND <>120,256,,257,-1,,,,,350
DIM_RATE_TYPE,13,13,0,WHERE CURRENT_IND <>120,13,,13,0,,,,,
DIM_UOM,35,34,1,WHERE CURRENT_IND <>120,35,,34,1,,,,,N/A
DIM_FINCL_LOB,453,396,57,WHERE CURRENT_IND <>120,397,,396,1,56,,,,24400821
DIM_PARTY_HIST,51138716,39892383,11246333,WHERE CURRENT_IND <>120,51138716,,39892383,11246333,,5888,,5888,336
DIM_SALES_ANALYSIS_LOB,15,14,1,WHERE CURRENT_IND <>120,15,,14,1,,,,,350.00000
DIM_SVC_PRC_HIST,7278011,956610,6321401,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND CUR_REC_FLG = 'Y',802627,,956610,-153983,,2,,2,350
SRC_DIM_MASCDC_AGRMT_R2,52359084,51908291,450793,WHERE CURRENT_IND <>120,51959097,,51908291,50806,N/A,N/A,N/A,N/A,336
DIM_AGRMT_VALUE_CHG_HIST,475087219,427387632,47699587,WHERE CURRENT_IND <>120,475087219,,427387632,47699587,,10,,10,350
FCT_P3_AGRMT_VALUE_DTL,4676402215,4817499698,-141097483,WHERE CURRENT_IND <>120 AND DIM_SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),4676402214,,4817499698,-141097484,1,,,,350
FCT_P3_REVENUE_TYPE_CORP_RATE,374,3283,-2909,WHERE CURRENT_IND <>120,374,,3283,-2909,,,,,101
FCT_ENT_CTLG_REVENUE_TYPE,14477,14466,11,WHERE CURRENT_IND <> 120 AND CUR_REC_FLG = 'Y' ,14474,,14466,8,,,,,350
FCT_P3_REVENUE_TYPE_TRGT,6588,6588,0,WHERE CURRENT_IND <>120,6588,,6588,0,,,,,350
FCT_P3_AGRMT_LN_ITEM_VALUE_CHG_HIST,3118954267,3071164348,47789919,WHERE CURRENT_IND <>120 AND DIM_SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),3118954267,,3071164348,47789919,,493097,,493097,336
FCT_P3_RB_AGRMT_LN_ITEM_MNTH_AGG,47513913,46672609,841304,WHERE CURRENT_IND <>120,47461857,,46672609,789248,52056,15925,,15925,350
FCT_P3_AGRMT_LN_ITEM_INVC_AGG,3675099316,3760565448,-85466132,WHERE CURRENT_IND <>120,3675099316,,3760565448,-85466132,,,,,350
P3_AGRMT_CANCEL_AUDIT,105888598,82057355,23831243,WHERE CURRENT_IND <>120 AND P3_AGRMT_STS_CD = 'CANCELLED',105888598,,82057355,23831243,77756647,53716479,77756647,53716479,336
FCT_P3_PI_AGRMT_LN_ITEM_MNTH_AGG,969675607,957254134,12421473,WHERE CURRENT_IND <>120,969675607,,957254134,12421473,,53264,,53264,350
FCT_P3_PI_OPP_AGRMT_LN_ITEM_MNTH_AGG,18773768,18769698,4070,WHERE CURRENT_IND <>120,18768977,,18769698,-721,4791,4644,,4644,350
FCT_P3_RB_AGRMT_MNTH_AGG,3513928,3459554,54374,WHERE CURRENT_IND <>120,3513928,,3459554,54374,,812,,812,350
FCT_P3_RTOLS_RB_RECUR_EFF_MNTH_AGG,7867096,8193345,-326249,WHERE CURRENT_IND <>120,7867096,,8193345,-326249,1541448,1516947,1541448,1516947,350
FCT_P3_RB_RECUR_EFF_AGRMT_MNTH_AGG,38403185,38336197,66988,WHERE CURRENT_IND <>120,38403185,,38336197,66988,241072,248846,241072,248846,350
FCT_P3_RTOLS_PI_RECUR_EFF_MNTH_AGG,51064512,56996010,-5931498,WHERE CURRENT_IND <>120,51064512,,56996010,-5931498,13142379,12891528,13142379,12891528,350
FCT_P3_PI_AGRMT_MNTH_AGG,83770290,82513636,1256654,WHERE CURRENT_IND <>120,83770290,,82513636,1256654,,1288,,1288,350
FCT_P3_PI_OPP_AGRMT_MNTH_AGG,5541877,5540475,1402,WHERE CURRENT_IND <>120,5541877,,5540475,1402,,,,,350
FCT_P3_PI_RECUR_EFF_AGRMT_MNTH_AGG,917119383,913368699,3750684,WHERE CURRENT_IND <>120,917119383,,913368699,3750684,7905017,7895318,7905017,7895318,350
FCT_P3_PI_RECUR_EFF_AGRMT_LN_ITEM_MNTH_AGG,1088318617,1083856582,4462035,WHERE CURRENT_IND <>120,1088318617,,1083856582,4462035,,8434,,8434,350
FCT_P3_RB_RECUR_EFF_AGRMT_LN_ITEM_MNTH_AGG,45301908,45126460,175448,WHERE CURRENT_IND <>120,45301908,,45126460,175448,91847,11980,91847,11980,350
FCT_P3_MNTH_RTOLRV_AGG,5263928,5204435,59493,WHERE CURRENT_IND <>120,5263928,,5204435,59493,,,,,350
PVW_ORG_BUS_UNIT,N/A,N/A,N/A,WHERE CURRENT_IND <>120,4368,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PVW_P3_PRSNL_CUR_SUPR,1272385,756526,515859,WHERE CURRENT_IND <>120,1272385,,756526,515859,,,,,350
PVW_FCT_P3_AGRMT_VALUE_DTL_APPLIED_RATE,3508488360,3465571220,42917140,WHERE CURRENT_IND <>120,3508394182,,3465571220,42822962,94178,,,,350
PVW_FCT_P3_RB_AGRMT_LN_ITEM_MNTH_AGG,47501406,46672593,828813,WHERE CURRENT_IND <>120,N/A,,46672593,N/A,44836757,44063691,N/A,N/A,350
PVW_FCT_P3_RTOLS_RB_RECUR_EFF_MNTH_AGG,7665817,7948980,-283163,WHERE CURRENT_IND <>120,N/A,,7948980,N/A,7665799,7948963,N/A,N/A,350
PVW_FCT_P3_PI_OPP_AGRMT_LN_ITEM_MNTH_AGG,18768980,18769698,-718,WHERE CURRENT_IND <>120,N/A,,18769698,N/A,10615500,10617434,N/A,N/A,350
PVW_FCT_P3_RB_AGRMT_MNTH_AGG,3513629,4021682,-508053,WHERE CURRENT_IND <>120,N/A,,4021682,N/A,1212156,1771147,N/A,N/A,350
PVW_FCT_P3_RB_RECUR_EFF_AGRMT_MNTH_AGG,37265249,37190223,75026,WHERE CURRENT_IND <>120,N/A,,37190223,N/A,35054777,34985674,N/A,N/A,350
PVW_FCT_P3_PI_AGRMT_LN_ITEM_MNTH_AGG,900368212,889713365,10654847,WHERE CURRENT_IND <>120,N/A,,889713365,N/A,885893250,875457875,N/A,N/A,350
PVW_FCT_P3_RTOLS_PI_RECUR_EFF_MNTH_AGG,36824868,41352751,-4527883,WHERE CURRENT_IND <>120,N/A,,41352751,N/A,36824848,41352732,N/A,N/A,350
PVW_FCT_P3_PI_AGRMT_MNTH_AGG,63324646,62274078,1050568,WHERE CURRENT_IND <>120,N/A,,62274078,N/A,49816416,49057085,N/A,N/A,
PVW_FCT_P3_PI_OPP_AGRMT_MNTH_AGG,5541878,5540475,1403,WHERE CURRENT_IND <>120,N/A,,5540475,N/A,19,,N/A,N/A,350
PVW_FCT_P3_PI_RECUR_EFF_AGRMT_MNTH_AGG,643363072,642837425,525647,WHERE CURRENT_IND <>120,N/A,,642837425,N/A,630709558,630092532,N/A,N/A,350
PVW_AGRMT_LN_ITEM_FEE,466069101,381022367,85046734,WHERE CURRENT_IND <> 120,466069015,,381022367,85046648,86,99634333,,99634333,350
PVW_FCT_P3_CSTMR_FEE_CMPLNC_AGG,1679995244,1384507993,295487251,WHERE CURRENT_IND <>120,74937806,,1384507993,-1309570187,1605057438,1313849611,,1313849611,350
PVW_FCT_P3_CSTMR_FEE_CMPLNC,3549159500,2919718267,629441233,WHERE CURRENT_IND <>120,3549159500,,2919718267,629441233,,,,,350
