Table Name,nz Count,sf Count,Diff1,nz Filter,nz Count with Filter,sf FIlter,sf Count with Filter,Diff2,Dupes in NZ,Dupes in SF,Dupes in NZ with filter,Dupes in SF with,Max Audit ID
HUB_XLAT_FINCL_LOB,181,151,30,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,131,,151,-20,50,,,,330
HUB_XLAT_MAS_LIB_OTHER_GEO,223,223,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,131,,223,-92,,1,,1,330
HUB_FINCL_BUS_UNIT,4004,4363,-359,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL,4004,,4363,-359,,,,,330
HUB_AGRMT_VALUE_CHG_RSN,75,75,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,75,,75,0,,,,,
HUB_AGRMT_VALUE_CHG_RSN_TYPE,7,7,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,7,,7,0,,,,,
HUB_POST_CLLCTN_INBND_OUTBND_TYPE,3,3,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,3,,3,0,,,,,N/A
HUB_CUST_CLASS_TYPE,7,7,0,WHERE CURRENT_IND <>120,7,,7,0,,,,,32500009
HUB_NAICS,2931,2931,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,2931,,2931,0,,,,,N/A
HUB_SIC_TO_NAICS,1005,1005,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,1005,,1005,0,N/A,N/A,N/A,N/A,
HUB_AGRMT_PRC_RATE_RESTRICTN_TYPE,15,15,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,10,,15,-5,,,,,
HUB_GL_ACCT,6008,6008,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,6008,,6008,0,,,,,
HUB_SVC_FREQ,20,20,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,20,,20,0,,,,,
HUB_AGRMT_STS,14,14,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,14,,14,0,,,,,330
HUB_ENT_EQPMNT_TYPE,35,35,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,35,,35,0,,,,,334
HUB_ENT_VEHICLE_TYPE,22,22,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,22,,22,0,,,,,334
HUB_OPRTN_LOB,21,21,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,21,,21,0,,,,,330
HUB_ENT_BILL_ADJSTMT_TYPE,2,2,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,2,,2,0,N/A,N/A,N/A,N/A,334
HUB_ENT_MATRL_CLASS,48,48,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,48,,48,0,N/A,N/A,N/A,N/A,334
HUB_ENT_MATRL_STRM,10,10,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,10,,10,0,,,,,334
HUB_ENT_PROD_TYPE,15,15,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,15,,15,0,N/A,N/A,N/A,N/A,334
HUB_ENT_SRCHRG_TYPE,6,6,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,6,,6,0,N/A,N/A,N/A,N/A,334
HUB_ENT_SVC_CTGRY,7,7,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,7,,7,0,N/A,N/A,N/A,N/A,334
HUB_SRC_SYS_SVC,153532,139908,13624,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,153532,,139908,13624,,,,,334
HUB_SVC_LNK_SVC_HIST,213925,27314,186611,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,213530,,27314,186216,15648,,15585,,334
HUB_ENT_EQPMNT,840,840,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,840,,840,0,,,,,334
HUB_ENT_BILL_ADJSTMT,22,22,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,22,,22,0,N/A,N/A,N/A,N/A,334
HUB_ENT_MATRL,240,241,-1,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,240,,241,-1,,,,,334
HUB_ENT_SRCHRG,203,203,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,203,,203,0,,,,,334
HUB_ENT_SVC_SUB_CTGRY,128,129,-1,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,128,,129,-1,N/A,N/A,N/A,N/A,334
HUB_ENT_PROD,226,226,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,226,,226,0,,,,,334
HUB_UOM_CTGRY,13,13,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,13,,13,0,,,,,334
HUB_INVC,986616900,808943565,177673335,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),543441123,,808943565,-265502442,430773858,,,,196
HUB_UOM,28,28,0,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,28,,28,0,,,,,334
HUB_ENT_CTLG,14474,14466,8,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,14474,,14466,8,,,,,334
HUB_SVC_PRC_HIST,7278011,956610,6321401,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,5912688,,956610,4956078,,2,,2,334
HUB_AGRMT_PRC_RATE_RESTRICTN,51793860,52585826,-791966,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,51746183,,52585826,-839643,,,,,334
HUB_XLAT_BILL_CTLG,59981,39693,20288,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,59978,,39693,20285,3,,,,334
HUB_AGRMT_VALUE_CHG_HIST,475033630,422156227,52877403,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),339630126,,422156227,-82526101,34,66124,,66124,334
HUB_INVC_LN_ITEM_DTL,4399922548,3138148450,1261774098,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),3026376329,,3138148450,-111772121,927471314,2771581,223,2771581,196
HUB_AGRMT_LN_ITEM_VALUE_CHG_HIST,3119170200,3070824109,48346091,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),3117311452,,3070824109,46487343,40180,,,,334
XREF_AR_CSTMR,52651206,52586074,65132,,52651206,,52586074,65132,,,,,330
HUB_AGRMT_LN_ITEM,176435971,136713320,39722651,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS  NULL AND SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),137048056,,136713320,334736,669370,,,,334
HUB_PARTY_LOC,79809168,77756448,2052720,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL,79809166,,77756448,2052718,2,,,,N/A
DIM_REVENUE_TYPE,19,21,-2,WHERE CURRENT_IND <>120,19,,21,-2,N/A,N/A,N/A,N/A,N/A
DIM_DT_MNTH,3605,3600,5,WHERE CURRENT_IND <>120,3605,,3600,5,N/A,N/A,N/A,N/A,8000014
DIM_PRSNL,792648,756550,36098,WHERE CURRENT_IND <>120,792648,,756550,36098,,,,,N/A
DIM_EXCLUSION,570,563,7,WHERE CURRENT_IND <>120,570,,563,7,,,,,336
DIM_PRSNL_HIST,4140761,756460,3384301,WHERE CURRENT_IND <>120,4140761,,756460,3384301,,,,,
DIM_NAICS,2938,2937,1,WHERE CURRENT_IND <>120,2938,,2937,1,,,,,336
DIM_SIC,1012,1011,1,WHERE CURRENT_IND <>120,1012,,1011,1,,,,,336
DIM_SRC_SYS_SVC,153533,139908,13625,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL ,153533,,139908,13625,N/A,N/A,N/A,N/A,336
DIM_SRC_SYS,48,48,0,WHERE CURRENT_IND <>120,48,,48,0,,1,,1,0
DIM_PARTY,39884092,39880607,3485,WHERE CURRENT_IND <>120,39884092,,39880607,3485,,,,,336
DIM_STATE,4705,4721,-16,WHERE CURRENT_IND <>120,4705,,4721,-16,,5,,5,336
DIM_CCY,256,257,-1,WHERE CURRENT_IND <>120,256,,257,-1,,,,,336
DIM_RATE_TYPE,13,13,0,WHERE CURRENT_IND <>120,13,,13,0,,,,,
DIM_UOM,35,34,1,WHERE CURRENT_IND <>120,35,,34,1,,,,,N/A
DIM_FINCL_LOB,453,396,57,WHERE CURRENT_IND <>120,397,,396,1,56,,,,24400821
DIM_PARTY_HIST,51120954,39892383,11228571,WHERE CURRENT_IND <>120,51120954,,39892383,11228571,,5888,,5888,336
DIM_SALES_ANALYSIS_LOB,15,14,1,WHERE CURRENT_IND <>120,15,,14,1,,,,,336.00000
DIM_SVC_PRC_HIST,7269428,956610,6312818,WHERE CURRENT_IND <>120 AND SOR_DEL_DTM IS NULL AND CUR_REC_FLG = 'Y',801142,,956610,-155468,,2,,2,336
SRC_DIM_MASCDC_AGRMT_R2,52359084,51908291,450793,WHERE CURRENT_IND <>120,51959097,,51908291,50806,N/A,N/A,N/A,N/A,336
DIM_AGRMT_VALUE_CHG_HIST,475087219,422156189,52931030,WHERE CURRENT_IND <>120,475087219,,422156189,52931030,,66086,,66086,336
FCT_P3_AGRMT_LN_ITEM_VALUE_CHG_HIST,3118954267,3071164348,47789919,WHERE CURRENT_IND <>120 AND DIM_SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),3118954267,,3071164348,47789919,,493097,,493097,336
P3_AGRMT_CANCEL_AUDIT,105888598,82057355,23831243,WHERE CURRENT_IND <>120 AND P3_AGRMT_STS_CD = 'CANCELLED',105888598,,82057355,23831243,77756647,53716479,77756647,53716479,336
